Year,Location,Title,Author,Link
1998,Rome,"The Bank of Italy Survey on Large Food Retailing Firms: Motivation, Methodology, Results. (paper)","Pellegrini, Guido",https://www.voorburggroup.org/Documents/1998%20rome/papers/1998-042.pdf
1998,Rome,"The Bank of Italy Survey on Large Food Retailing Firms: Motivation, Methodology, Results. (paper)","Aimone, Luciana",https://www.voorburggroup.org/Documents/1998%20rome/papers/1998-042.pdf
1998,Rome,The Development of a Corporate Services Price Index for Computer and Related Services (paper),"Kinder, John",https://www.voorburggroup.org/Documents/1998%20rome/papers/1998-037.pdf
1998,Rome,EU: Moving Services Statistics Up the Agenda (paper),"Muñoz, Pedro Diaz",https://www.voorburggroup.org/Documents/1998%20rome/papers/1998-003.pdf
1998,Rome,EU: Moving Services Statistics Up the Agenda (paper),"Langevin, Bernard",https://www.voorburggroup.org/Documents/1998%20rome/papers/1998-003.pdf
1998,Rome,Services in Lithuania: Statistical Work for Improving Service Statistics (paper),"Lapeniene, Vilija",https://www.voorburggroup.org/Documents/1998%20rome/papers/1998-004.pdf
1998,Rome,Activities of the European Commission on services to Industry and Future Plans (paper),European Commission,https://www.voorburggroup.org/Documents/1998%20rome/papers/1998-023.pdf
1998,Rome,The Voorburg Group looks at its future - Closing Session: Discussing The Future and The Agenda For 1999 Meeting (paper),"Ryten, Jacob",https://www.voorburggroup.org/Documents/1998%20rome/papers/1998-052.pdf
1998,Rome,A Discussion Paper on the Future Role of the Voorburg Group - Closing Session: Discussing The Future and The Agenda For 199 Meeting (paper),"Sullivan, Paul",https://www.voorburggroup.org/Documents/1998%20rome/papers/1998-053.pdf
1997,Copenhagen,The provision of personnel Services. A first overview of the French experience (paper),"Rouquette, Céline",https://www.voorburggroup.org/Documents/1997%20copenhagen/papers/008323.PDF
1997,Copenhagen,Proposal for an Employment Module for Model Surveys for the Services Sector (paper),"Johanis, Paul",https://www.voorburggroup.org/Documents/1997%20copenhagen/papers/008349.PDF
1997,Copenhagen,Proposal for an Employment Module for Model Surveys for the Services Sector (paper),"Bøegh Nielsen, Peter",https://www.voorburggroup.org/Documents/1997%20copenhagen/papers/008349.PDF
1997,Copenhagen,Employment Characteristics in Market Services Activities: Case Study of Denmark and Finland (paper),"Rikama, Samuli",https://www.voorburggroup.org/Documents/1997%20copenhagen/papers/008350.PDF
1997,Copenhagen,Employment Characteristics in Market Services Activities: Case Study of Denmark and Finland (paper),"Bøegh-Nielsen, Peter",https://www.voorburggroup.org/Documents/1997%20copenhagen/papers/008350.PDF
1997,Copenhagen,Data Availability on Employment in Service Areas (paper),"Jutte, Jeroen",https://www.voorburggroup.org/Documents/1997%20copenhagen/papers/008351.PDF
1997,Copenhagen,Job Creation in Canada and the United States: What Do We Know and Where are the Data Gaps (paper),"Manser, Marilyn E.",https://www.voorburggroup.org/Documents/1997%20copenhagen/papers/008352.PDF
1997,Copenhagen,Job Creation in Canada and the United States: What Do We Know and Where are the Data Gaps (paper),"Picot, Garnett",https://www.voorburggroup.org/Documents/1997%20copenhagen/papers/008352.PDF
1997,Copenhagen,Job Stability in Canada and the United States: What We Know and the Data Gaps (paper),"Picot, Garnett",https://www.voorburggroup.org/Documents/1997%20copenhagen/papers/008353.PDF
1997,Copenhagen,Job Stability in Canada and the United States: What We Know and the Data Gaps (paper),"Manser, Marilyn E.",https://www.voorburggroup.org/Documents/1997%20copenhagen/papers/008353.PDF
1997,Copenhagen,CPA for Insurance Services (paper),"Jutte, Jeroen",https://www.voorburggroup.org/Documents/1997%20copenhagen/papers/008318.PDF
1997,Copenhagen,Insurance Services Statistics and the National Accounts (paper),"Walton, John",https://www.voorburggroup.org/Documents/1997%20copenhagen/papers/008336.PDF
1997,Copenhagen,The 1993 System of National Accounts and it's Implications on Statistics Canada's Business and Trade Statistics (paper),"Harchaoui, Tarek",https://www.voorburggroup.org/Documents/1997%20copenhagen/papers/008338.PDF
1997,Copenhagen,Prices of Services to Enterprises (paper),"Chadeau, Ann",https://www.voorburggroup.org/Documents/1997%20copenhagen/papers/008317.PDF
1997,Copenhagen,International Comparison on Business Registeers and Distributive Trade Statistics (paper),"Han, Sung Hee",https://www.voorburggroup.org/Documents/1997%20copenhagen/papers/008320.pdf
1997,Copenhagen,Late Developments in Some Italian Service Surveys: Comparison of Problems and Advantages (paper),"Mirto, A. P.",https://www.voorburggroup.org/Documents/1997%20copenhagen/papers/008321.PDF
1997,Copenhagen,Late Developments in Some Italian Service Surveys: Comparison of Problems and Advantages (paper),"Ceccarelli, M.R.",https://www.voorburggroup.org/Documents/1997%20copenhagen/papers/008321.PDF
1997,Copenhagen,Late Developments in Some Italian Service Surveys: Comparison of Problems and Advantages (paper),"Gismondi, R.",https://www.voorburggroup.org/Documents/1997%20copenhagen/papers/008321.PDF
1997,Copenhagen,EU Pilot Surveys (paper),"Jutte, Jeroen",https://www.voorburggroup.org/Documents/1997%20copenhagen/papers/008322.PDF
1997,Copenhagen,Alternative Aggregations and the Standard Industrial Classification (paper),"Nijhowne, Shaila",https://www.voorburggroup.org/Documents/1997%20copenhagen/papers/008325.PDF
1997,Copenhagen,"""New"" and ""old"" Services: An Overview for Some Italian Industries (paper)","Riccardini, F.",https://www.voorburggroup.org/Documents/1997%20copenhagen/papers/008333.PDF
1997,Copenhagen,"""New"" and ""old"" Services: An Overview for Some Italian Industries (paper)","Anitori, P.",https://www.voorburggroup.org/Documents/1997%20copenhagen/papers/008333.PDF
1997,Copenhagen,"""New"" and ""old"" Services: An Overview for Some Italian Industries (paper)","Gismondi, R.",https://www.voorburggroup.org/Documents/1997%20copenhagen/papers/008333.PDF
1997,Copenhagen,"""New"" and ""old"" Services: An Overview for Some Italian Industries (paper)","Trovato, G.",https://www.voorburggroup.org/Documents/1997%20copenhagen/papers/008333.PDF
1997,Copenhagen,Services Industries: Some Features in Japan (paper),"Matsuo, Kazuhiko",https://www.voorburggroup.org/Documents/1997%20copenhagen/papers/008334.PDF
1997,Copenhagen,Statistics Sweden's priorities to improve the National Accounts with information on the Service Sector (paper),"Olsson, Berit",https://www.voorburggroup.org/Documents/1997%20copenhagen/papers/008335.PDF
1997,Copenhagen,A Work Plan on Satellite Accounts for Distributive Trade (paper),"Lancetti, Marco",https://www.voorburggroup.org/Documents/1997%20copenhagen/papers/008337.PDF
1997,Copenhagen,Existing gaps in service statistics and how to bridge them: the Dutch approach (paper),"van Laanen, Jan",https://www.voorburggroup.org/Documents/1997%20copenhagen/papers/008339.PDF
1997,Copenhagen,"""Associations"" in France: user needs, gaps and international issues in service statistics (paper)","Nivlet, J.M.",https://www.voorburggroup.org/Documents/1997%20copenhagen/papers/008340.PDF
1997,Copenhagen,Globalisation of Service enterprises: a survey (paper),"Michelsen, Jesper",https://www.voorburggroup.org/Documents/1997%20copenhagen/papers/008347.PDF
1997,Copenhagen,Globalisation of Service enterprises: a survey (paper),"Jensen, Mette Müller",https://www.voorburggroup.org/Documents/1997%20copenhagen/papers/008347.PDF
1997,Copenhagen,Towards a Set of Competitiveness Indicators for Services (paper),"Cave, W.",https://www.voorburggroup.org/Documents/1997%20copenhagen/papers/008354.PDF
1997,Copenhagen,Observation of Competitiveness in Service Industries (paper),"Jutte, Jeroen",https://www.voorburggroup.org/Documents/1997%20copenhagen/papers/008355.PDF
1997,Copenhagen,A Draft Definition of the ICT Sector (paper),"Wyckoff, Andrew",https://www.voorburggroup.org/Documents/1997%20copenhagen/papers/008327.PDF
1997,Copenhagen,Measuring the Information Sector in Census Bureau Program (paper),"Zabelsky, Thomas E.",https://www.voorburggroup.org/Documents/1997%20copenhagen/papers/008328.PDF
1997,Copenhagen,Statistics on the Information Society: The Finnish Experience (paper),"Pajo, Lea",https://www.voorburggroup.org/Documents/1997%20copenhagen/papers/008330.PDF
1997,Copenhagen,Statistics for the Information Society: The Way Forward (paper),"Gärdin, Olof",https://www.voorburggroup.org/Documents/1997%20copenhagen/papers/008331.PDF
1997,Copenhagen,Information Society in Sweden (paper),"Roumanov, Henrik",https://www.voorburggroup.org/Documents/1997%20copenhagen/papers/008332.PDF
1997,Copenhagen,"Globalization, Industrial Networks and Services (paper)","Ylä-Anttila, Pekka",https://www.voorburggroup.org/Documents/1997%20copenhagen/papers/008356.PDF
1997,Copenhagen,Information Society: New Ways of Work. An Explorative Study on the Consequences of New Information and Communication Technologies (paper),"Meijers, Huub",https://www.voorburggroup.org/Documents/1997%20copenhagen/papers/1997-001.pdf
1997,Copenhagen,Developing a Product Coding System for Industries that Cross Sectors (paper),"Powell-Hill, Pamela",https://www.voorburggroup.org/Documents/1997%20copenhagen/papers/008326.PDF
1997,Copenhagen,Gaps in Service Statistics (paper),"Vanston, Nick",https://www.voorburggroup.org/Documents/1997%20copenhagen/papers/008342.PDF
1997,Copenhagen,Gaps in service sector statistics: Perspective of key users of Irish statistics (paper),"Madden, Joseph",https://www.voorburggroup.org/Documents/1997%20copenhagen/papers/008343.PDF
1997,Copenhagen,The Use of Register-based Statistics in Micro-Analysis. Employment Qualifications and Growth Enterprises in the Services Sector (paper),"Bøegh Nielsen, Peter",https://www.voorburggroup.org/Documents/1997%20copenhagen/papers/008345.PDF
1997,Copenhagen,The Use of Register-based Statistics in Micro-Analysis. Employment Qualifications and Growth Enterprises in the Services Sector (paper),"Månsson, Helle",https://www.voorburggroup.org/Documents/1997%20copenhagen/papers/008345.PDF
1997,Copenhagen,The Use of Register-based Statistics in Micro-Analysis. Employment Qualifications and Growth Enterprises in the Services Sector (paper),"Bjørnsson, Kjartan",https://www.voorburggroup.org/Documents/1997%20copenhagen/papers/008345.PDF
1997,Copenhagen,"Use of administrative registers at Statistics Denmark, exemplified by the car register (paper)","Dalbro, Søren",https://www.voorburggroup.org/Documents/1997%20copenhagen/papers/008346.PDF
1997,Copenhagen,Measuring the tourism impact on employment (paper),"Roussel, Patrice",https://www.voorburggroup.org/Documents/1997%20copenhagen/papers/008329.PDF
1997,Copenhagen,EU Services Statistics - A medium term perspective (paper),"Götzfried, August",https://www.voorburggroup.org/Documents/1997%20copenhagen/papers/008341.PDF
1997,Copenhagen,Thoughts about a Strategy for Service Sector Statistics (paper),"Bøegh Nielsen, Peter",https://www.voorburggroup.org/Documents/1997%20copenhagen/papers/008344.PDF
1997,Copenhagen,Thoughts about a Strategy for Service Sector Statistics (paper),"Stetkaer, Karsten",https://www.voorburggroup.org/Documents/1997%20copenhagen/papers/008344.PDF
1997,Copenhagen,Report on Present Situation of Services Statistics in the Lithuanian Department of Statistics (paper),"Andreikénas, A.",https://www.voorburggroup.org/Documents/1997%20copenhagen/papers/008348.PDF
1997,Copenhagen,Proposal for the CPA Concerning Audiovisual Services (paper),"Simon-Lacroix, Christian",https://www.voorburggroup.org/Documents/1997%20copenhagen/papers/008319.PDF
1997,Copenhagen,Proposal for the CPA Concerning Audiovisual Services (paper),"Trogan, J. P.",https://www.voorburggroup.org/Documents/1997%20copenhagen/papers/008319.PDF
1997,Copenhagen,"Pilot Surveys in the Field of Parcel, Express and Courier Services (paper)","Hake, Lothar",https://www.voorburggroup.org/Documents/1997%20copenhagen/papers/008324.PDF
1996,Newport,Business Accounts Framework: Bank for the Accounts of Companies Harmonized (paper),"Wuoristo, Ritva",https://www.voorburggroup.org/Documents/1996%20newport/papers/008023.PDF
1996,Newport,Non Obligatory Business Accounts Frameworks: Situation and Experiences in Germany (paper),"Hake, Lothar",https://www.voorburggroup.org/Documents/1996%20newport/papers/008022.PDF
1996,Newport,Services Enterprises in the Framework of EC Accounting Directives (paper),"Wurm, Nikolaus",https://www.voorburggroup.org/Documents/1996%20newport/papers/008021.PDF
1996,Newport,Services Statistics in the International Harmonization of Accounting Rules (paper),"Roques, Christian",https://www.voorburggroup.org/Documents/1996%20newport/papers/008024.PDF
1996,Newport,Subcontracting and Creating Models: Differences in Accounting Rules and Impact on the Classification of Units (paper),"Lemaire, Maryvonne",https://www.voorburggroup.org/Documents/1996%20newport/papers/008026.pdf
1996,Newport,A Framework for Statistics on Employment in the Services Sector (paper),"Johanis, Paul",https://www.voorburggroup.org/Documents/1996%20newport/papers/008015.PDF
1996,Newport,A Framework for Statistics on Employment in the Services Sector (paper),"Meguerditchian, Albert",https://www.voorburggroup.org/Documents/1996%20newport/papers/008015.PDF
1996,Newport,Changing Forms of Employment in the Context of Business Surveys (paper),"Rikama, Samuli",https://www.voorburggroup.org/Documents/1996%20newport/papers/008012.PDF
1996,Newport,Elements to an Enlarged Employment Module (paper),"Bøegh-Nielsen, Peter",https://www.voorburggroup.org/Documents/1996%20newport/papers/008009.pdf
1996,Newport,Employment: What Do We Know About It and What Do We Want to Acheive? (paper),"Manser, Marilyn E.",https://www.voorburggroup.org/Documents/1996%20newport/papers/008017.PDF
1996,Newport,Employment: What Do We Know About it and What Do We Want to Achieve? Policy issues and agendas in different countries (paper),"Wells, Bill",https://www.voorburggroup.org/Documents/1996%20newport/papers/008006.PDF
1996,Newport,Labour Productivity Indices for Selected Service Activities in Ten OECD Member Countries (paper),"Chadeau, Ann",https://www.voorburggroup.org/Documents/1996%20newport/papers/1996-005.pdf
1996,Newport,Statistical Information from Different Sources: Experiences with the Dutch Labour Accounts (paper),"Walschots, Jan",https://www.voorburggroup.org/Documents/1996%20newport/papers/008010.PDF
1996,Newport,The Relations Between Economic Performance of Businesses and Employment Structure (paper),"Ernstsson, Malin",https://www.voorburggroup.org/Documents/1996%20newport/papers/008011.PDF
1996,Newport,The Relations Between Economic Performance of Businesses and Employment Structure (paper),"Romanov, Henrik",https://www.voorburggroup.org/Documents/1996%20newport/papers/008011.PDF
1996,Newport,The Relations Between Economic Performance of Businesses and Employment Structure (paper),"Olsson, Berit",https://www.voorburggroup.org/Documents/1996%20newport/papers/008011.PDF
1996,Newport,Use of Administrative Sources of Data: The Financial Statement Information Project (paper),"Meguerditchian, Albert",https://www.voorburggroup.org/Documents/1996%20newport/papers/008025.PDF
1996,Newport,Use of Administrative Sources of Data: The Financial Statement Information Project (paper),"Leduc, Jean",https://www.voorburggroup.org/Documents/1996%20newport/papers/008025.PDF
1996,Newport,Business Statistics: Improving Competitive Performance of the UK (paper),"Petrie, Lesley",https://www.voorburggroup.org/Documents/1996%20newport/papers/008018.PDF
1996,Newport,Business Statistics: Improving Competitive Performance of the UK (paper),"Penneck, Stephen",https://www.voorburggroup.org/Documents/1996%20newport/papers/008018.PDF
1996,Newport,Central Product Classification (CPC) Version 1 (paper),"Nijhowne, Shaila",https://www.voorburggroup.org/Documents/1996%20newport/papers/Central%20Product%20Classification%20(CPC).pdf
1996,Newport,Development and Use of a Business Reporting Model in ABS (paper),"Billing, John",https://www.voorburggroup.org/Documents/1996%20newport/papers/1996-004.pdf
1996,Newport,Development and Use of a Business Reporting Model in ABS (paper),"Struik, John",https://www.voorburggroup.org/Documents/1996%20newport/papers/1996-004.pdf
1996,Newport,Development of an Index of Producer Prices for Services in the UK (paper),"Price, Jonathan",https://www.voorburggroup.org/Documents/1996%20newport/papers/1996-002.pdf
1996,Newport,Developments in the United Kingdom's International Trade in Services Statistics (paper),"Allen, Andrew",https://www.voorburggroup.org/Documents/1996%20newport/papers/008020.PDF
1996,Newport,Glossary of Structural Business Statistics - Preliminary Version July 1996 (paper),"Roques, Christian",https://www.voorburggroup.org/Documents/1996%20newport/papers/1996-006.pdf
1996,Newport,New Business Organizations: A Challenge for Business Statistics (paper),"Roussel, Patrice",https://www.voorburggroup.org/Documents/1996%20newport/papers/008029.PDF
1996,Newport,Producer Price Indexes for Business Services: An Overview of the French Experience (Paper 2.2),"Olivier, Daniel",https://www.voorburggroup.org/Documents/1996%20newport/papers/008016.PDF
1996,Newport,"Statistical Information Quality, New Technologies & Market Development in the Italian Service Sector: Problems and Perspectives (paper)","Gismondi, Roberto",https://www.voorburggroup.org/Documents/1996%20newport/papers/008030.PDF
1996,Newport,The Conditions of Small Enterprises - A New Type of Survey & A New Financing Model (paper),"Olsson, Berit",https://www.voorburggroup.org/Documents/1996%20newport/papers/008028.PDF
1996,Newport,The President's Task Force on Service Sector Statistics (paper 5.2),"Cave, Bill",https://www.voorburggroup.org/Documents/1996%20newport/papers/008019.PDF
1996,Newport,The Strategies for Collecting Service Statistics in Japan (paper),"Nyui, Keisuke",https://www.voorburggroup.org/Documents/1996%20newport/papers/008031.PDF
1996,Newport,Employment Characteristics and Trends in Information Technology Services (paper),"Sussman, Deborah",https://www.voorburggroup.org/Documents/1996%20newport/papers/008014.pdf
1996,Newport,Employment Characteristics and Trends in Information Technology Services (paper),"Sciadas, George",https://www.voorburggroup.org/Documents/1996%20newport/papers/008014.pdf
1996,Newport,Employment Structure and Mobility in Information Industries - Preliminary Results (paper),"Rikama, Samuli",https://www.voorburggroup.org/Documents/1996%20newport/papers/1996-003.pdf
1996,Newport,Employment Structure and Mobility in Information Industries - Preliminary Results (paper),"Parjo, Lea",https://www.voorburggroup.org/Documents/1996%20newport/papers/1996-003.pdf
1996,Newport,Statistics for the Information Society: Perspectives for the Future (paper),"Lancetti, Marco",https://www.voorburggroup.org/Documents/1996%20newport/papers/008035.PDF
1996,Newport,Statistics for the Information Society: Perspectives for the Future (paper),"Gärdin, Olof",https://www.voorburggroup.org/Documents/1996%20newport/papers/008035.PDF
1996,Newport,Activity versus Industry Data - A Response to User Needs (paper),"Sullivan, Paul",https://www.voorburggroup.org/Documents/1996%20newport/papers/008034.PDF
1996,Newport,"NAICS, Services, and the Budget - Conflicting Pressures (paper)","Ambler, Carole A.",https://www.voorburggroup.org/Documents/1996%20newport/papers/008032.PDF
1996,Newport,Producer Price Indices for Services: Experience of OECD Countries (paper),"Veil, Erwin",https://www.voorburggroup.org/Documents/1996%20newport/papers/1996-001.pdf
1996,Newport,Experimental Producer Price Indexes for Services Industries - Real Estate Agents' Fees (paper),"Rogers, Russell",https://www.voorburggroup.org/Documents/1996%20newport/papers/008005.PDF
1996,Newport,ABS Strategy for Service Statistics (paper),"Sullivan, Paul",https://www.voorburggroup.org/Documents/1996%20newport/papers/008033.PDF
1995,Voorburg,Business Accounts Frameworks (paper),"Roussel, Patrice",https://www.voorburggroup.org/Documents/1995%20voorburg/papers/001308.PDF
1995,Voorburg,Employment Qualifications in the Services Sector: A note on the possible use of a two stage sample survey (paper),"Green, Robin P.",https://www.voorburggroup.org/Documents/1995%20voorburg/papers/001320.PDF
1995,Voorburg,Human Capital in Professional Services: Some theoretical and practical aspects (paper),"Rikama, Samuli",https://www.voorburggroup.org/Documents/1995%20voorburg/papers/001323.PDF
1995,Voorburg,Labour Input to the Services Sector (paper),"Avon, Emmanuelle",https://www.voorburggroup.org/Documents/1995%20voorburg/papers/001321.PDF
1995,Voorburg,Service Occupations in Austria (paper),"Rainer, Norbert",https://www.voorburggroup.org/Documents/1995%20voorburg/papers/001324.PDF
1995,Voorburg,U.S. Labor Market Data and Issues in Comparing Goods and Services (paper),"Manser, Marilyn E.",https://www.voorburggroup.org/Documents/1995%20voorburg/papers/001322.PDF
1995,Voorburg,Draft for a Swiss Insurance Index (Working Paper),"Zanetta, Angelo",https://www.voorburggroup.org/Documents/1995%20voorburg/papers/001346.PDF
1995,Voorburg,Proposal on the CPC - Insurance (paper),"de Vries, Gabe H.",https://www.voorburggroup.org/Documents/1995%20voorburg/papers/001338.PDF
1995,Voorburg,Towards statistics on insurance brokers (paper),"de Vries, Gabe H.",https://www.voorburggroup.org/Documents/1995%20voorburg/papers/001351.PDF
1995,Voorburg,A Methodological Overview of U.S. Producer Price Indexes for Services (paper),"Gorko, James J.",https://www.voorburggroup.org/Documents/1995%20voorburg/papers/001347.PDF
1995,Voorburg,A Methodological Overview of U.S. Producer Price Indexes for Services (paper),"Murphy, Bonnie H.",https://www.voorburggroup.org/Documents/1995%20voorburg/papers/001347.PDF
1995,Voorburg,Alternative Frameworks for U.S. International Transactions (paper),"Landefeld, J. Steven.",https://www.voorburggroup.org/Documents/1995%20voorburg/papers/1995-002.pdf
1995,Voorburg,Alternative Frameworks for U.S. International Transactions (paper),"Whichard, Obie G.",https://www.voorburggroup.org/Documents/1995%20voorburg/papers/1995-002.pdf
1995,Voorburg,Alternative Frameworks for U.S. International Transactions (paper),"Lowe, Jeffrey H.",https://www.voorburggroup.org/Documents/1995%20voorburg/papers/1995-002.pdf
1995,Voorburg,"An Ownership-Based Disaggregation of the U.S. Current Account, 1982-93 (paper)","Whichard, Obie G.",https://www.voorburggroup.org/Documents/1995%20voorburg/papers/001364.PDF
1995,Voorburg,"An Ownership-Based Disaggregation of the U.S. Current Account, 1982-93 (paper)","Lowe, Jeffrey H.",https://www.voorburggroup.org/Documents/1995%20voorburg/papers/001364.PDF
1995,Voorburg,Australia's Early Experience in Developing Producer Price Indexes (PPIs) for Service Industries (paper),"Collins, David",https://www.voorburggroup.org/Documents/1995%20voorburg/papers/001343.PDF
1995,Voorburg,Bulgarian Practice in the Field of Statistics on Serivces (paper),"Petkova, Reni",https://www.voorburggroup.org/Documents/1995%20voorburg/papers/001312.PDF
1995,Voorburg,Business Characteristics and Performance in the Global Market - Business Behaviour (paper),"McMechan, Janice",https://www.voorburggroup.org/Documents/1995%20voorburg/papers/001332.PDF
1995,Voorburg,Data for the Service Sector: Priorities for the Dutch National Accounts (paper),"Zijlmans, Gerrit M.",https://www.voorburggroup.org/Documents/1995%20voorburg/papers/001350.PDF
1995,Voorburg,Economic and Social Performance of New Enterprises and Entrepreneurs in the Service Sector (paper),"Leth-Sørensen, Søren",https://www.voorburggroup.org/Documents/1995%20voorburg/papers/001331.PDF
1995,Voorburg,Economic and Social Performance of New Enterprises and Entrepreneurs in the Service Sector (paper),"Björnsson, Kjartan",https://www.voorburggroup.org/Documents/1995%20voorburg/papers/001331.PDF
1995,Voorburg,Economic and Social Performance of New Enterprises and Entrepreneurs in the Service Sector (paper),"Bøegh-Nielsen, Peter",https://www.voorburggroup.org/Documents/1995%20voorburg/papers/001331.PDF
1995,Voorburg,European Union Pilot Studies and Surveys (paper),"Jutte, Jeroen",https://www.voorburggroup.org/Documents/1995%20voorburg/papers/001309.PDF
1995,Voorburg,Examining Business Services in a Global Economy (paper),"McMechan, Janice",https://www.voorburggroup.org/Documents/1995%20voorburg/papers/001360.PDF
1995,Voorburg,Examining Business Services in a Global Economy (paper),"Olineck, Carey",https://www.voorburggroup.org/Documents/1995%20voorburg/papers/001360.PDF
1995,Voorburg,Forecasting Performance: The case of the Dutch business services (paper),"Bierings, Harry",https://www.voorburggroup.org/Documents/1995%20voorburg/papers/001349.PDF
1995,Voorburg,Glossary of Enterprise Statistics - Version 1.0 (paper),"Gerardi, D.",https://www.voorburggroup.org/Documents/1995%20voorburg/papers/1995-001.pdf
1995,Voorburg,Glossary of Enterprise Statistics - Version 1.0 (paper),"Roques, C.",https://www.voorburggroup.org/Documents/1995%20voorburg/papers/1995-001.pdf
1995,Voorburg,Glossary of Enterprise Statistics - Version 1.0 (paper),"Bronda, A.",https://www.voorburggroup.org/Documents/1995%20voorburg/papers/1995-001.pdf
1995,Voorburg,Glossary of Enterprise Statistics - Version 1.0 (paper),"Radermacher, V.",https://www.voorburggroup.org/Documents/1995%20voorburg/papers/1995-001.pdf
1995,Voorburg,Glossary of Enterprise Statistics: Preface (paper),"Gerardi, D.",https://www.voorburggroup.org/Documents/1995%20voorburg/papers/001319.PDF
1995,Voorburg,Glossary of Enterprise Statistics: Preface (paper),"Bronda, A.",https://www.voorburggroup.org/Documents/1995%20voorburg/papers/001319.PDF
1995,Voorburg,Glossary of Enterprise Statistics: Preface (paper),"Radermacher, V.",https://www.voorburggroup.org/Documents/1995%20voorburg/papers/001319.PDF
1995,Voorburg,Glossary of Enterprise Statistics: Preface (paper),"Roques, C.",https://www.voorburggroup.org/Documents/1995%20voorburg/papers/001319.PDF
1995,Voorburg,Innovation in Service Industries: The Measurement Issues (paper),"Gault, Fred D.",https://www.voorburggroup.org/Documents/1995%20voorburg/papers/001325.PDF
1995,Voorburg,Innovation in Service Industries: The Measurement Issues (paper),"Pattison, W.",https://www.voorburggroup.org/Documents/1995%20voorburg/papers/001325.PDF
1995,Voorburg,Innovation Statistics (paper),"Jutte, Jeroen",https://www.voorburggroup.org/Documents/1995%20voorburg/papers/001327.PDF
1995,Voorburg,Innovation Statistics (paper),"Akerhlom, Michael",https://www.voorburggroup.org/Documents/1995%20voorburg/papers/001327.PDF
1995,Voorburg,Intercountry Comparison of Service Industry Statistics in Voorburg Group Member Countries (paper),"Sullivan, Paul",https://www.voorburggroup.org/Documents/1995%20voorburg/papers/001311.PDF
1995,Voorburg,Internationalisation of Services: Unusual Services! (paper),"Nivlet, Jean-Marie",https://www.voorburggroup.org/Documents/1995%20voorburg/papers/001361.PDF
1995,Voorburg,Inter-Sectoral/Country Comparisons of statistics on services. General Problems (paper),"Hake, Lothar",https://www.voorburggroup.org/Documents/1995%20voorburg/papers/001310.PDF
1995,Voorburg,Inter-Sectoral/Country Comparisons of statistics on services. General Problems (paper),"Bøegh-Nielsen, Peter",https://www.voorburggroup.org/Documents/1995%20voorburg/papers/001310.PDF
1995,Voorburg,National Accounts in the Netherlands: Deflation of Value Added in Service Industries (paper),"Drost, F.",https://www.voorburggroup.org/Documents/1995%20voorburg/papers/001344.PDF
1995,Voorburg,National Accounts in the Netherlands: Deflation of Value Added in Service Industries (paper),"in't Veld, A.",https://www.voorburggroup.org/Documents/1995%20voorburg/papers/001344.PDF
1995,Voorburg,National Accounts in the Netherlands: Deflation of Value Added in Service Industries (paper),"Verbiest, P.",https://www.voorburggroup.org/Documents/1995%20voorburg/papers/001344.PDF
1995,Voorburg,Price and volume measures of services: impressions of the adequacy of current approaches (paper),"van Tuinen, Henk K.",https://www.voorburggroup.org/Documents/1995%20voorburg/papers/001342.PDF
1995,Voorburg,R & D in a Service Economy: Canadian Statistics (paper),"Gault, Fred D.",https://www.voorburggroup.org/Documents/1995%20voorburg/papers/001326.PDF
1995,Voorburg,Recommendations for Changes to the Services Part of the Provisional Central Product Classification (CPC) - (Interim Report) (paper),Classification Subgroup of the Voorburg Group,https://www.voorburggroup.org/Documents/1995%20voorburg/papers/001335.PDF
1995,Voorburg,Recommendations for Changes to the Transportable Goods Part of the Provisional CPC (paper),Classification Subgroup of the Voorburg Group,https://www.voorburggroup.org/Documents/1995%20voorburg/papers/001341.PDF
1995,Voorburg,Registration of International Trade in Services: allocation of tasks and co-operation between the statistical office (CBS) and the central bank (DNB) (paper),"Thoolen, John M.",https://www.voorburggroup.org/Documents/1995%20voorburg/papers/001365.PDF
1995,Voorburg,Replacing business surveys by tax registers (paper),"de Stadt, Huib van",https://www.voorburggroup.org/Documents/1995%20voorburg/papers/001348.PDF
1995,Voorburg,Role of Model Surveys - A Review (paper),"Sullivan, Paul",https://www.voorburggroup.org/Documents/1995%20voorburg/papers/001306.PDF
1995,Voorburg,Services R & D in the OECD Database (paper),"Young, Alison J.",https://www.voorburggroup.org/Documents/1995%20voorburg/papers/001329.PDF
1995,Voorburg,Services Statistics: the key issues. A Reminder for the Coalitions of Services Industries (paper),"Arkell, Julian",https://www.voorburggroup.org/Documents/1995%20voorburg/papers/001366.PDF
1995,Voorburg,Statistical Problems in Case Studies on Commercial Services in the Netherlands (paper),"Vreeswijk, Henk",https://www.voorburggroup.org/Documents/1995%20voorburg/papers/001354.PDF
1995,Voorburg,Technological Change in Services and Implications for Statistics (paper),"de Melto, Dennis P.",https://www.voorburggroup.org/Documents/1995%20voorburg/papers/001357.PDF
1995,Voorburg,The Analysis of Business Behaviour in Australia (paper),"Pattison, W.",https://www.voorburggroup.org/Documents/1995%20voorburg/papers/001330.PDF
1995,Voorburg,"The Scope and Coverage of the CPC - An attachment to ""Recommendations for changes to the Provisional CPC (Interim Report) (paper)","Nijhowne, Shaila",https://www.voorburggroup.org/Documents/1995%20voorburg/papers/001336.PDF
