Year,Location,Format,Title,ISIC Section,2 digit ISIC Division,Author,Type,Theme,Topic,Link
2015,Sydney,Paper,Veterinary Activities in Japan (paper),N - Administrative and support service activities,75 - Veterinary activities,"Irie, Midori",Country Industry,Prices,General,https://www.voorburggroup.org/Documents/2015%20Sydney/Papers/2019.pdf
2015,Sydney,Presentation,Web Scraping in German Price Statistics (ppp),Cross cutting,Cross cutting,"Blang, Dorothee",Other,Prices,Other,https://www.voorburggroup.org/Documents/2015%20Sydney/Papers/4001.pdf
2014,Dublin,Presentation,Mini-presentation on Turnover/Output for Leasing Intellectual Property and Similar Products (ISIC 7740) in Poland (ppp),N - Administrative and support service activities,77 - Rental and leasing activities,"Matulska-Bachura, Agnieszka",Country Industry,Output and Price,General,https://www.voorburggroup.org/Documents/2014%20Dublin/Papers/220.pdf
2014,Dublin,Paper,Mini-presentation on Turnover/Output for: Human Health Activities (ISIC Div 86) (paper),Q - Human health and social work activities,86 - Human health activities,"Pegler, Kat",Country Industry,Output and Price,General,https://www.voorburggroup.org/Documents/2014%20Dublin/Papers/417.pdf
2014,Dublin,Presentation,2014 Agenda Overview (ppp), , ,"Friedman, David",Agenda,Other,General,https://www.voorburggroup.org/Documents/2014%20Dublin/Papers/001.pdf
2014,Dublin,Presentation,2014 Country Progress Report (ppp),Cross cutting,Cross cutting,"Murphy, John",Progress Report,Other,General,https://www.voorburggroup.org/Documents/2014%20Dublin/Papers/002.pdf
2014,Dublin,Presentation,"5615, Travel agencies turnover/output, basic economic statistics (ppp)",Cross cutting,"79 - Travel agency, tour operator, reservation service and related activities",INEGI (Mexico),Industry issue,Output and Price,General,https://www.voorburggroup.org/Documents/2014%20Dublin/Papers/403.pdf
2014,Dublin,Paper,"561510, Travel agencies - turnover/output, basic economic statistics (paper)",Cross cutting,"79 - Travel agency, tour operator, reservation service and related activities",INEGI (Mexico),Industry issue,Output and Price,General,https://www.voorburggroup.org/Documents/2014%20Dublin/Papers/402.pdf
2014,Dublin,Paper,Call Centers Turnover/Output Measures in the United States (paper),Cross cutting,Cross cutting,"Murphy, John",Industry issue,Output and Price,General,https://www.voorburggroup.org/Documents/2014%20Dublin/Papers/204.pdf
2014,Dublin,Presentation,Call Centers: Turnover Measures and Practices at the U.S. Census Bureau (ppp),Cross cutting,Cross cutting,"Murphy, John",Industry issue,Output and Price,General,https://www.voorburggroup.org/Documents/2014%20Dublin/Papers/205.pdf
2014,Dublin,Presentation,Call Centre Operation (ppp),Cross cutting,"82 - Office administrative, office support and other business support activities","Bradley, Terry",Classification,Prices,General,https://www.voorburggroup.org/Documents/2014%20Dublin/Papers/213.pdf
2014,Dublin,Presentation,Call Centres Discussant remarks (ppp),N - Administrative and support service activities,"82 - Office administrative, office support and other business support activities","Puchter, Christian",Classification,Output and Price,General,https://www.voorburggroup.org/Documents/2014%20Dublin/Papers/214.pdf
2014,Dublin,Presentation,Call Centres: Session introduction (ppp),N - Administrative and support service activities,"82 - Office administrative, office support and other business support activities","Bird, Derek",Classification,Output and Price,General,https://www.voorburggroup.org/Documents/2014%20Dublin/Papers/201.pdf
2014,Dublin,Presentation,Chain Linking and Annual Update of Weights for Producer Price Indices for Services in Italy (ppp),Cross cutting,Cross cutting,"Vendetti, Adele",Methodology,Prices,General,https://www.voorburggroup.org/Documents/2014%20Dublin/Papers/239.pdf
2014,Dublin,Presentation,Chain Linking and Annual Update of Weights for Producer Price Indices for Services in Italy (ppp),Cross cutting,Cross cutting,"Santangelo, Francesco",Methodology,Prices,General,https://www.voorburggroup.org/Documents/2014%20Dublin/Papers/239.pdf
2014,Dublin,Presentation,Chain Linking and Annual Update of Weights for Producer Price Indices for Services in Italy (ppp),Cross cutting,Cross cutting,"Cecconi, Cristina",Methodology,Prices,General,https://www.voorburggroup.org/Documents/2014%20Dublin/Papers/239.pdf
2014,Dublin,Paper,Collecting SPPIs with Electronic Questionnaires in Canada (paper),Cross cutting,Cross cutting,"Garneau, Mary Beth",Methodology,Prices,General,https://www.voorburggroup.org/Documents/2014%20Dublin/Papers/024.pdf
2014,Dublin,Paper,Collecting SPPIs with Electronic Questionnaires in Canada (paper),Cross cutting,Cross cutting,"Draper, Catherine",Methodology,Prices,General,https://www.voorburggroup.org/Documents/2014%20Dublin/Papers/024.pdf
2014,Dublin,Paper,"Contribution to cross cutting topic ""Maintaining Representative Turnoverand SPPI: Re-stratification, Resampling, and Updating Weights"" (paper)",Cross cutting,Cross cutting,"Blang, Dorothee",Cross-cutting,Output and Price,General,https://www.voorburggroup.org/Documents/2014%20Dublin/Papers/235.pdf
2014,Dublin,Paper,CPI use in PPI context (paper),Cross cutting,Cross cutting,"Taylor, Ciaren",Cross-cutting,Prices,General,https://www.voorburggroup.org/Documents/2014%20Dublin/Papers/013.pdf
2014,Dublin,Paper,CPI use in PPI context (paper),Cross cutting,Cross cutting,"Pegler, Kat",Cross-cutting,Prices,General,https://www.voorburggroup.org/Documents/2014%20Dublin/Papers/013.pdf
2014,Dublin,Paper,Cross Cutting Topics - Part 1 CPI use in PPI context (paper),Cross cutting,Cross cutting,"Holocsy, Ildikó Hamvainé",Cross-cutting,Prices,General,https://www.voorburggroup.org/Documents/2014%20Dublin/Papers/014.pdf
2014,Dublin,Presentation,Cross Cutting Topics - Part 1 CPI use in PPI context (ppp),Cross cutting,Cross cutting,"Holocsy, Ildikó Hamvainé",Cross-cutting,Prices,General,https://www.voorburggroup.org/Documents/2014%20Dublin/Papers/015.pdf
2014,Dublin,Presentation,"Cross Cutting Topics - Part 2 Sectoring - Turnover and prices for various sectors (B to B, B to E) (ppp)",Cross cutting,Cross cutting,"Holocsy, Ildikó Hamvainé",Cross-cutting,Output and Price,General,https://www.voorburggroup.org/Documents/2014%20Dublin/Papers/017.pdf
2014,Dublin,Paper,Cross Cutting Topics - Part 2 Sectoring - Turnover and prices for various sectors (paper),Cross cutting,Cross cutting,"Holocsy, Ildikó Hamvainé",Cross-cutting,Output and Price,General,https://www.voorburggroup.org/Documents/2014%20Dublin/Papers/016.pdf
2014,Dublin,Paper,"Cross Cutting Topics - Part 3 ""Chain Linking and Annual Update of Weights for Producer Price Indices for Services in Italy"" (paper)",Cross cutting,Cross cutting,"Vendetti, Adele",Cross-cutting,Other,General,https://www.voorburggroup.org/Documents/2014%20Dublin/Papers/238.pdf
2014,Dublin,Paper,"Cross Cutting Topics - Part 3 ""Chain Linking and Annual Update of Weights for Producer Price Indices for Services in Italy"" (paper)",Cross cutting,Cross cutting,"Santangelo, Francesco",Cross-cutting,Other,General,https://www.voorburggroup.org/Documents/2014%20Dublin/Papers/238.pdf
2014,Dublin,Paper,"Cross Cutting Topics - Part 3 ""Chain Linking and Annual Update of Weights for Producer Price Indices for Services in Italy"" (paper)",Cross cutting,Cross cutting,"Cecconi, Cristina",Cross-cutting,Other,General,https://www.voorburggroup.org/Documents/2014%20Dublin/Papers/238.pdf
2014,Dublin,Paper,"Cross Cutting Topics - Part 3 ""Maintaining Representative Turnover and SPPI: Re-stratification, Resampling, Rebasing, and Updating Weights"" (paper)",Cross cutting,Cross cutting,"Iannaccone, R.",Cross-cutting,Output and Price,General,https://www.voorburggroup.org/Documents/2014%20Dublin/Papers/227.pdf
2014,Dublin,Paper,"Cross Cutting Topics Part 3 Maintaining Representative Turnover and SPPI: Re-stratification, Resampling, Rebasing, and Updating Weights (paper)",Cross cutting,Cross cutting,"Jeremy, John",Cross-cutting,Output and Price,General,https://www.voorburggroup.org/Documents/2014%20Dublin/Papers/233.pdf
2014,Dublin,Paper,"Cross-cutting issues part 2 ""Institutional sectoring - turnover and prices for various sectors"" (paper)",Cross cutting,Cross cutting,"Gallais, Alain",Cross-cutting,Output and Price,General,https://www.voorburggroup.org/Documents/2014%20Dublin/Papers/018.pdf
2014,Dublin,Paper,"Cross-cutting issues part 3""Maintaining Representative Turnover and SPPI: Re-stratification, Resampling, Rebasing, and Updating Weights"" in France (paper)",Cross cutting,Cross cutting,"Gallais, Alain",Cross-cutting,Output and Price,General,https://www.voorburggroup.org/Documents/2014%20Dublin/Papers/231.pdf
2014,Dublin,Paper,"Cross-cutting issues part 3""Maintaining Representative Turnover and SPPI: Re-stratification, Resampling, Rebasing, and Updating Weights"" in France (paper)",Cross cutting,Cross cutting,"Baron, Jean-François",Cross-cutting,Output and Price,General,https://www.voorburggroup.org/Documents/2014%20Dublin/Papers/231.pdf
2014,Dublin,Presentation,"Discussant remarks for Leasing of Intellectual property and similar products, except copyrighted works ISIC 77.40 (ppp)",N - Administrative and support service activities,77 - Rental and leasing activities,"Murphy, Bonnie H.",Industry issue,Output and Price,General,https://www.voorburggroup.org/Documents/2014%20Dublin/Papers/226.pdf
2014,Dublin,Presentation,Discussion on health services (division 86) (ppp),Q - Human health and social work activities,86 - Human health activities,"Gallais, Alain",Industry issue,Output and Price,General,https://www.voorburggroup.org/Documents/2014%20Dublin/Papers/425.pdf
2014,Dublin,Presentation,Electronic Data Collection Experiences in Finnish PPI (ppp),Cross cutting,Cross cutting,"Tåg, Susanna",Methodology,Other,General,https://www.voorburggroup.org/Documents/2014%20Dublin/Papers/023.pdf
2014,Dublin,Presentation,Electronic Data Collection Experiences in Finnish PPI (ppp),Cross cutting,Cross cutting,"Pitkänen, Anna-Riikka",Methodology,Other,General,https://www.voorburggroup.org/Documents/2014%20Dublin/Papers/023.pdf
2014,Dublin,Presentation,Electronic Questionnaire (EQ) (ppp),Cross cutting,Cross cutting,"Garneau, Mary Beth",Methodology,Other,General,https://www.voorburggroup.org/Documents/2014%20Dublin/Papers/025.pdf
2014,Dublin,Presentation,French SPPI - 82.20 call centres (ppp),N - Administrative and support service activities,"82 - Office administrative, office support and other business support activities","Gac, Denis",Country Industry,Prices,General,https://www.voorburggroup.org/Documents/2014%20Dublin/Papers/211.pdf
2014,Dublin,Presentation,French SPPI - SPPI by institutional sectors (ppp),Cross cutting,Cross cutting,"Gallais, Alain",Country Industry,Prices,General,https://www.voorburggroup.org/Documents/2014%20Dublin/Papers/019.pdf
2014,Dublin,Presentation,"Human Health Activities - ISIC Sector 86 (including 8610, 8620, & 8690) (ppp)",Q - Human health and social work activities,86 - Human health activities,"O'Hanlon, Niall",Industry issue,Output and Price,General,https://www.voorburggroup.org/Documents/2014%20Dublin/Papers/415.pdf
2014,Dublin,Paper,Human Health Activities (ISIC Sector 86) (paper),Q - Human health and social work activities,86 - Human health activities,"Tåg, Susanna",Industry issue,Output and Price,General,https://www.voorburggroup.org/Documents/2014%20Dublin/Papers/423.pdf
2014,Dublin,Presentation,"Human Health Activities, Measurement of Output and Turnover (ppp)",Q - Human health and social work activities,86 - Human health activities,"Heikkinen, Kati",Industry issue,Output and Price,General,https://www.voorburggroup.org/Documents/2014%20Dublin/Papers/416.pdf
2014,Dublin,Presentation,Improvements to maintenance of representative SPPIs (ppp),Cross cutting,Cross cutting,"Wojewodka-Dunn, Alexandra",Methodology,Prices,General,https://www.voorburggroup.org/Documents/2014%20Dublin/Papers/234.pdf
2014,Dublin,Paper,Institutional sectoring - Turnover and Prices (paper),Cross cutting,Cross cutting,"Kalko, Jakob",Methodology,Output and Price,General,https://www.voorburggroup.org/Documents/2014%20Dublin/Papers/020.pdf
2014,Dublin,Presentation,Institutional sectoring - turnover and prices (ppp),Cross cutting,Cross cutting,Statistics Norway,Methodology,Output and Price,General,https://www.voorburggroup.org/Documents/2014%20Dublin/Papers/021.pdf
2014,Dublin,Presentation,"Italian Turnover in Services Sector - Cross Cutting Topics - Part 3 ""Maintaining Representative Turnover and SPPI: Re-stratification, Resampling, Rebasing, and Updating Weights"" (ppp)",Cross cutting,Cross cutting,"Iannaccone, R.",Country Industry,Output and Price,General,https://www.voorburggroup.org/Documents/2014%20Dublin/Papers/228.pdf
2014,Dublin,Presentation,Leasing Intellectual Property and Similar Products (ISIC 7740) (ppp),N - Administrative and support service activities,77 - Rental and leasing activities,"Barzyk, Fred",Industry issue,Output and Price,General,https://www.voorburggroup.org/Documents/2014%20Dublin/Papers/215.pdf
2014,Dublin,Presentation,Leasing of intellectual property Turnover and output (ppp),N - Administrative and support service activities,77 - Rental and leasing activities,"de Ruijter, Robbert",Industry issue,Output and Price,General,https://www.voorburggroup.org/Documents/2014%20Dublin/Papers/219.pdf
2014,Dublin,Presentation,"Maintaining Representative Turnover and SPPI: Re-stratification, Re sampling, Rebasing, and Updating Weights (ppp)",Cross cutting,Cross cutting,"Kamaruddin, Sayeeda",Methodology,Output and Price,General,https://www.voorburggroup.org/Documents/2014%20Dublin/Papers/230.pdf
2014,Dublin,Presentation,"Maintaining Representative Turnover and SPPI: Re-stratification, Resampling, Rebasing and Updating Weights (ppp)",Cross cutting,Cross cutting,Federal Statistical Office of Germany,Methodology,Output and Price,General,https://www.voorburggroup.org/Documents/2014%20Dublin/Papers/236.pdf
2014,Dublin,Presentation,"Maintaining Representative Turnover and SPPI: Re-stratification, Resampling, Rebasing and Updating Weights (ppp)",Cross cutting,Cross cutting,"Blang, Dorothee",Methodology,Output and Price,General,https://www.voorburggroup.org/Documents/2014%20Dublin/Papers/236.pdf
2014,Dublin,Paper,"Maintaining Representative Turnover and SPPI: Re-stratification, Resampling, Rebasing, and Updating Weights (paper)",Cross cutting,Cross cutting,"Kamaruddin, Sayeeda",Methodology,Output and Price,General,https://www.voorburggroup.org/Documents/2014%20Dublin/Papers/229.pdf
2014,Dublin,Paper,"Maintaining Representative Turnover and SPPI: Re-stratification, Resampling, Rebasing, and Updating Weights (paper)",Cross cutting,Cross cutting,"Kamaruddin, Sayeeda",Methodology,Output and Price,General,https://www.voorburggroup.org/Documents/2014%20Dublin/Papers/229.pdf
2014,Dublin,Paper,Mini Paper on Turnover/Output for Specialized Design Activities in Canada (paper),"M - Professional, scientific and technical activities","74 - Other professional, scientific and technical activities","Barzyk, Fred",Country Industry,Output and Price,General,https://www.voorburggroup.org/Documents/2014%20Dublin/Papers/428.pdf
2014,Dublin,Paper,"Mini presentation on ""Call centre services"" in France (paper)",N - Administrative and support service activities,"82 - Office administrative, office support and other business support activities","Gallais, Alain",Country Industry,Output and Price,General,https://www.voorburggroup.org/Documents/2014%20Dublin/Papers/210.pdf
2014,Dublin,Paper,"Mini presentation on ""Call centre services"" in France (paper)",N - Administrative and support service activities,"82 - Office administrative, office support and other business support activities","Gac, Denis",Country Industry,Output and Price,General,https://www.voorburggroup.org/Documents/2014%20Dublin/Papers/210.pdf
2014,Dublin,Presentation,"Mini presentation on ""Leasing of intellectual property and similar products, except for copyrighted works"" in France (turnover and SPPI) (ppp)",N - Administrative and support service activities,77 - Rental and leasing activities,"Gallais, Alain",Country Industry,Prices,General,https://www.voorburggroup.org/Documents/2014%20Dublin/Papers/222.pdf
2014,Dublin,Presentation,"Mini presentation on ""Leasing of intellectual property and similar products, except for copyrighted works"" in France (turnover and SPPI) (ppp)",N - Administrative and support service activities,77 - Rental and leasing activities,"Gac, Denis",Country Industry,Prices,General,https://www.voorburggroup.org/Documents/2014%20Dublin/Papers/222.pdf
2014,Dublin,Presentation,Mini Presentation on Leasing Intellectual Property and Similar Products (ISIC/NACE 7740) (ppp),N - Administrative and support service activities,77 - Rental and leasing activities,"Holocsy, Ildikó Hamvainé",Industry issue,Prices,General,https://www.voorburggroup.org/Documents/2014%20Dublin/Papers/225.pdf
2014,Dublin,Presentation,Mini Presentation on Specialized design activities (ISIC/NACE 7410) (ppp),"M - Professional, scientific and technical activities","74 - Other professional, scientific and technical activities","Holocsy, Ildikó Hamvainé",Industry issue,Prices,General,https://www.voorburggroup.org/Documents/2014%20Dublin/Papers/433.pdf
2014,Dublin,Presentation,Mini presentation: Turnover/Output for Human Health Activities (ppp),Q - Human health and social work activities,86 - Human health activities,"Pegler, Kat",Industry issue,Output and Price,General,https://www.voorburggroup.org/Documents/2014%20Dublin/Papers/418.pdf
2014,Dublin,Presentation,Mini presentation: Turnover/Output for Human Health Activities (ppp),Q - Human health and social work activities,86 - Human health activities,"Dobbins, Claire",Industry issue,Output and Price,General,https://www.voorburggroup.org/Documents/2014%20Dublin/Papers/418.pdf
2014,Dublin,Presentation,Mini presentation: Turnover/Output for Human Health Activities (ppp),Q - Human health and social work activities,86 - Human health activities,"Bright, Geoff",Industry issue,Output and Price,General,https://www.voorburggroup.org/Documents/2014%20Dublin/Papers/418.pdf
2014,Dublin,Presentation,Mini-presentation for SPPI on Specialized Design Activities (ppp),"M - Professional, scientific and technical activities","74 - Other professional, scientific and technical activities","Bradley, Terry",Industry issue,Output and Price,General,https://www.voorburggroup.org/Documents/2014%20Dublin/Papers/434.pdf
2014,Dublin,Presentation,Mini-Presentation on Turnover/Output for Leasing Intellectual Property and Similar Products (ISIC 7740) in Poland (ppp),N - Administrative and support service activities,77 - Rental and leasing activities,"Matulska-Bachura, Agnieszka",Country Industry,Output and Price,General,https://www.voorburggroup.org/Documents/2014%20Dublin/Papers/220.pdf
2014,Dublin,Presentation,Mini-Presentation on Turnover/Output for Leasing Intellectual Property and Similar Products (ISIC 7740) in Poland (ppp),N - Administrative and support service activities,77 - Rental and leasing activities,"Matulska-Bachura, Agnieszka",Country Industry,Output and Price,General,https://www.voorburggroup.org/Documents/2014%20Dublin/Papers/221.pdf
2014,Dublin,Paper,Mini-presentation on Turnover/Output for: Human Health Activities (ISIC Div 86) (paper),Q - Human health and social work activities,86 - Human health activities,"Pegler, Kat",Industry issue,Output and Price,General,https://www.voorburggroup.org/Documents/2014%20Dublin/Papers/417.pdf
2014,Dublin,Paper,Mini-presentation on Turnover/Output for: Human Health Activities (ISIC Div 86) (paper),Q - Human health and social work activities,86 - Human health activities,"Dobbins, Claire",Industry issue,Output and Price,General,https://www.voorburggroup.org/Documents/2014%20Dublin/Papers/417.pdf
2014,Dublin,Paper,Mini-presentation on Turnover/Output for: Human Health Activities (ISIC Div 86) (paper),Q - Human health and social work activities,86 - Human health activities,"Bright, Geoff",Industry issue,Output and Price,General,https://www.voorburggroup.org/Documents/2014%20Dublin/Papers/417.pdf
2014,Dublin,Paper,NACE 74.1 Specialized Design Activities in Sweden (paper),"M - Professional, scientific and technical activities","74 - Other professional, scientific and technical activities","Fridén, Marcus",Industry issue,Output and Price,General,https://www.voorburggroup.org/Documents/2014%20Dublin/Papers/436.pdf
2014,Dublin,Presentation,NACE 74.1: Specialized Design Activities (ppp),"M - Professional, scientific and technical activities","74 - Other professional, scientific and technical activities","Redling, Brigitta",Industry issue,Output and Price,General,https://www.voorburggroup.org/Documents/2014%20Dublin/Papers/438.pdf
2014,Dublin,Paper,NACE 82.2 Activities of call centres in Sweden (paper),N - Administrative and support service activities,"82 - Office administrative, office support and other business support activities","Olsson, Kristoffer",Industry issue,Output and Price,General,https://www.voorburggroup.org/Documents/2014%20Dublin/Papers/208.pdf
2014,Dublin,Presentation,OECD Project on measuring producer price indices and productivity growth in services (ppp),Cross cutting,Cross cutting,"Wölfl, Anita",Methodology,Prices,General,https://www.voorburggroup.org/Documents/2014%20Dublin/Papers/022.pdf
2014,Dublin,Presentation,OECD Project on measuring producer price indices and productivity growth in services (ppp),Cross cutting,Cross cutting,"Fraisse, Anne-Sophie",Methodology,Prices,General,https://www.voorburggroup.org/Documents/2014%20Dublin/Papers/022.pdf
2014,Dublin,Paper,"Panel ""Two French examples with user-value quality adjustment"" (paper)",Cross cutting,Cross cutting,"Gallais, Alain",Other,Other,Quality Adjustment,https://www.voorburggroup.org/Documents/2014%20Dublin/Papers/303.pdf
2014,Dublin,Presentation,Panel Refreshment H49 Freight transport by road using a PPS design (ppp),H - Transportation and storage,49 - Land transport and transport via pipelines,"Webbink, Ellen",Methodology,Output and Price,General,https://www.voorburggroup.org/Documents/2014%20Dublin/Papers/237.pdf
2014,Dublin,Presentation,Panel Refreshment H49 Freight transport by road using a PPS design (ppp),H - Transportation and storage,49 - Land transport and transport via pipelines,"Nan, Lucie",Methodology,Output and Price,General,https://www.voorburggroup.org/Documents/2014%20Dublin/Papers/237.pdf
2014,Dublin,Presentation,Pricing travel agency and tour arrangement services (ppp),N - Administrative and support service activities,"79 - Travel agency, tour operator, reservation service and related activities","Bradley, Terry",Classification,Prices,General,https://www.voorburggroup.org/Documents/2014%20Dublin/Papers/411.pdf
2014,Dublin,Presentation,Programming and Broadcasting Activities: Sector Paper Presentation (ppp),J - Information and communication,60 - Programming and broadcasting activities,"Kikegawa, Hina",Sector Document,Output and Price,General,https://www.voorburggroup.org/Documents/2014%20Dublin/Papers/004.pdf
2014,Dublin,Paper,Rebasing the Services Producer Price Index to the Base Year 2010 (paper),Cross cutting,Cross cutting,Bank of Japan,Methodology,Prices,General,https://www.voorburggroup.org/Documents/2014%20Dublin/Papers/240.pdf
2014,Dublin,Presentation,Rebasing the Services Producer Price Index to the Base Year 2010 (ppp),Cross cutting,Cross cutting,"Ono, Aki",Methodology,Prices,General,https://www.voorburggroup.org/Documents/2014%20Dublin/Papers/241.pdf
2014,Dublin,Paper,Revised Revisited Sector Paper on: Software Publishing (paper),J - Information and communication,58 - Publishing activities,"Bradley, Terry",Sector Document,Output and Price,General,https://www.voorburggroup.org/Documents/2014%20Dublin/Papers/009.pdf
2014,Dublin,Presentation,Sampling and Weighting in French SPPI (ppp),Cross cutting,Cross cutting,"Baron, Jean-François",Methodology,Prices,General,https://www.voorburggroup.org/Documents/2014%20Dublin/Papers/232.pdf
2014,Dublin,Presentation,Sector Paper on ISIC 52 Warehousing and support activities for transportation (ppp),H - Transportation and storage,52 - Warehousing and support activities for transportation,Federal Statistical Office of Germany,Sector Document,Output and Price,General,https://www.voorburggroup.org/Documents/2014%20Dublin/Papers/008.pdf
2014,Dublin,Presentation,Sector Paper on Postal activities under Universal Service Obligation (USO) (PPP),H - Transportation and storage,53 - Postal and courier activities,"Holocsy, Ildikó Hamvainé",Sector Document,Output and Price,General,https://www.voorburggroup.org/Documents/2014%20Dublin/Papers/012.pdf
2014,Dublin,Paper,Sector Paper on: Postal Activities under Universal Service Obligation (USO) (paper),H - Transportation and storage,53 - Postal and courier activities,"Holocsy, Ildikó Hamvainé",Sector Document,Output and Price,General,https://www.voorburggroup.org/Documents/2014%20Dublin/Papers/011.pdf
2014,Dublin,Paper,"Sector Paper: ISIC 52 ""Warehousing and support activities for transportation"" (paper)",H - Transportation and storage,52 - Warehousing and support activities for transportation,"Blang, Dorothee",Sector Document,Output and Price,General,https://www.voorburggroup.org/Documents/2014%20Dublin/Papers/007.pdf
2014,Dublin,Paper,Sector Paper: Programming and Broadcasting Activities (paper),J - Information and communication,60 - Programming and broadcasting activities,"Kikegawa, Hina",Sector Document,Output and Price,General,https://www.voorburggroup.org/Documents/2014%20Dublin/Papers/003.pdf
2014,Dublin,Paper,Sector Paper: Publishing Activities (paper),J - Information and communication,58 - Publishing activities,"Wojewodka-Dunn, Alexandra",Sector Document,Output and Price,General,https://www.voorburggroup.org/Documents/2014%20Dublin/Papers/005.pdf
2014,Dublin,Paper,Service Producer Price Index for Travel Agency Activities ISIC 7911 NACE 79.11 (paper),N - Administrative and support service activities,"79 - Travel agency, tour operator, reservation service and related activities","O'Hanlon, Niall",Classification,Output and Price,General,https://www.voorburggroup.org/Documents/2014%20Dublin/Papers/408.pdf
2014,Dublin,Paper,Service Producer Price Index for Travel Agency Activities ISIC 7911 NACE 79.11 (paper),N - Administrative and support service activities,"79 - Travel agency, tour operator, reservation service and related activities","Keating, Joseph",Classification,Output and Price,General,https://www.voorburggroup.org/Documents/2014%20Dublin/Papers/408.pdf
2014,Dublin,Presentation,Session Travel Agency Activities (ISIC 7911) (ppp),N - Administrative and support service activities,"79 - Travel agency, tour operator, reservation service and related activities","Politi, Mauro",Classification,Output and Price,General,https://www.voorburggroup.org/Documents/2014%20Dublin/Papers/414.pdf
2014,Dublin,Presentation,Session: Specialized Design Activities (ISIC 7410) (ppp),"M - Professional, scientific and technical activities","74 - Other professional, scientific and technical activities",INEGI (Mexico),Classification,Output and Price,General,https://www.voorburggroup.org/Documents/2014%20Dublin/Papers/427.pdf
2014,Dublin,Presentation,Software Publishing Revised and Re-visited (ppp),J - Information and communication,58 - Publishing activities,"Bradley, Terry",Sector Document,Output and Price,General,https://www.voorburggroup.org/Documents/2014%20Dublin/Papers/010.pdf
2014,Dublin,Paper,Specialized Design Activities in Turkey (paper),"M - Professional, scientific and technical activities","74 - Other professional, scientific and technical activities","Yuksel, Abdullah",Classification,Output and Price,General,https://www.voorburggroup.org/Documents/2014%20Dublin/Papers/430.pdf
2014,Dublin,Presentation,SPPI for Activities of Call centres in Sweden (ppp),N - Administrative and support service activities,"82 - Office administrative, office support and other business support activities","Olsson, Kristoffer",Classification,Output and Price,General,https://www.voorburggroup.org/Documents/2014%20Dublin/Papers/209.pdf
2014,Dublin,Presentation,SPPI for Activities of Travel Agencies (ppp),N - Administrative and support service activities,"79 - Travel agency, tour operator, reservation service and related activities","O'Hanlon, Niall",Classification,Output and Price,General,https://www.voorburggroup.org/Documents/2014%20Dublin/Papers/409.pdf
2014,Dublin,Presentation,"SPPI for Human health activities session OECD PPPS programme on hospital services, lessons learnt (ppp)",Q - Human health and social work activities,86 - Human health activities,"Fraisse, Anne-Sophie",Industry issue,Output and Price,Quality Adjustment,https://www.voorburggroup.org/Documents/2014%20Dublin/Papers/426.pdf
2014,Dublin,Presentation,SPPI for Human HealthActivities in Finland (ppp),Q - Human health and social work activities,86 - Human health activities,"Tåg, Susanna",Industry issue,Output and Price,General,https://www.voorburggroup.org/Documents/2014%20Dublin/Papers/424.pdf
2014,Dublin,Presentation,SPPI for Leasing Intellectual Property and Similar Products (ISIC 7740) in Hungary (ppp),N - Administrative and support service activities,77 - Rental and leasing activities,"Holocsy, Ildikó Hamvainé",Country Industry,Output and Price,General,https://www.voorburggroup.org/Documents/2014%20Dublin/Papers/224.pdf
2014,Dublin,Presentation,SPPI for Leasing Intellectual Property and Similar Products (ISIC 7740) in Hungary (ppp),N - Administrative and support service activities,77 - Rental and leasing activities,"Bognár, Bertilla",Country Industry,Output and Price,General,https://www.voorburggroup.org/Documents/2014%20Dublin/Papers/224.pdf
2014,Dublin,Presentation,SPPI for Specialized design activities in Sweden (ppp),"M - Professional, scientific and technical activities","74 - Other professional, scientific and technical activities","Fridén, Marcus",Country Industry,Output and Price,General,https://www.voorburggroup.org/Documents/2014%20Dublin/Papers/437.pdf
2014,Dublin,Presentation,"SPPI on ""Leasing of intellectual property and similar products, except copyrighted works"" in France (ppp)",N - Administrative and support service activities,77 - Rental and leasing activities,"Gac, Denis",Country Industry,Output and Price,General,https://www.voorburggroup.org/Documents/2014%20Dublin/Papers/223.pdf
2014,Dublin,Paper,SPPI on Call Centre Operation Activities (paper),N - Administrative and support service activities,"82 - Office administrative, office support and other business support activities","Bradley, Terry",Industry issue,Prices,General,https://www.voorburggroup.org/Documents/2014%20Dublin/Papers/212.pdf
2014,Dublin,Presentation,SPPI on Specialized Design Activities (ppp),"M - Professional, scientific and technical activities","74 - Other professional, scientific and technical activities","Bradley, Terry",Industry issue,Prices,General,https://www.voorburggroup.org/Documents/2014%20Dublin/Papers/435.pdf
2014,Dublin,Paper,The conceptual basis of the SPPI for services (paper),Cross cutting,Cross cutting,"Loranger, André",Methodology,Output and Price,Quality Adjustment,https://www.voorburggroup.org/Documents/2014%20Dublin/Papers/301.pdf
2014,Dublin,Paper,The conceptual basis of the SPPI for services (paper),Cross cutting,Cross cutting,"Garneau, Mary Beth",Methodology,Output and Price,Quality Adjustment,https://www.voorburggroup.org/Documents/2014%20Dublin/Papers/301.pdf
2014,Dublin,Paper,The conceptual basis of the SPPI for services (paper),Cross cutting,Cross cutting,"Gallais, Alain",Methodology,Output and Price,Quality Adjustment,https://www.voorburggroup.org/Documents/2014%20Dublin/Papers/301.pdf
